Genus,Species,ASW11,ASW15,ASW16,ASW19,ASW20,ASW22,ASW29,ASW2,ASW31,ASW35,ASW37,ASW38,ASW3,ASW45,ASW47,ASW49,ASW50,ASW51,ASW54,ASW56,ASW59,ASW62,ASW64,ASW65,ASW66,ASW67,ASW68,ASW69,ASW73,ASW74,ASW7
Oxalobacter,Oxalobacter formigenes,0,0,0,0,0,22,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,13
Oxynema,Oxynema aestuarii,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Pacificitalea,Pacificitalea manganoxidans,42,16,0,0,0,30,0,15,75,120,18,0,0,0,0,0,51,0,13,0,0,34,25,135,0,19,38,0,0,0,27
Paenalcaligenes,Paenalcaligenes hominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0
Paenalkalicoccus,Paenalkalicoccus suaedae,0,0,0,0,0,0,0,0,19,0,24,0,0,0,21,0,21,0,0,0,0,0,18,20,0,0,28,21,0,0,0
Paenarthrobacter,Paenarthrobacter aurescens,165,0,0,67,0,44,135,0,0,0,0,21,0,0,0,0,69,0,66,155,0,103,0,0,0,127,17,0,0,280,579
Paenarthrobacter,Paenarthrobacter nicotinovorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,31,92,0,0,0,0
Paenarthrobacter,Paenarthrobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
Paenarthrobacter,Paenarthrobacter sp.,273,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,173,0,105,205,0,155,0,0,0,259,0,0,0,396,154
Paenarthrobacter,Paenarthrobacter ureafaciens,0,0,0,0,0,119,762,24,0,32,0,381,0,0,0,0,58,0,132,0,0,70,42,0,0,61,0,0,0,0,575
Paenibacillus,Paenibacillus agaridevorans,111,23,0,0,0,34,0,79,437,193,28,0,0,0,36,0,90,0,0,0,0,69,54,173,0,0,66,26,0,69,64
Paenibacillus,Paenibacillus albicereus,0,0,0,0,0,0,100,35,42,0,20,0,0,0,0,0,51,0,208,0,0,68,0,16,0,0,33,0,0,0,39
Paenibacillus,Paenibacillus albus,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,21,0,0,0,0,0,0,11,0,0,29,0,0,0,13
Paenibacillus,Paenibacillus algicola,0,0,0,0,0,0,166,0,0,17,10,0,0,0,10,0,0,0,29,0,0,0,0,0,0,0,30,17,0,0,19
Paenibacillus,Paenibacillus alvei,36,0,0,0,0,0,0,0,0,25,13,0,0,0,0,0,24,0,0,0,0,0,0,11,0,0,0,11,0,0,0
Paenibacillus,Paenibacillus antarcticus,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,12,0,24,0,0,0,0,35,0,0,33,23,0,0,0
Paenibacillus,Paenibacillus azoreducens,100,0,0,0,0,17,11,0,0,22,29,0,0,0,10,0,51,67,0,44,0,82,22,11,11,37,24,35,0,63,0
Paenibacillus,Paenibacillus baekrokdamisoli,15,0,0,0,0,0,15,0,26,24,11,0,0,0,0,0,27,0,10,0,0,23,15,19,0,10,42,23,0,29,0
Paenibacillus,Paenibacillus barcinonensis,0,0,0,0,0,11,0,0,37,47,21,0,0,0,0,0,33,0,0,0,0,0,0,51,0,0,0,18,0,0,0
Paenibacillus,Paenibacillus beijingensis,0,0,0,0,0,0,13,0,13,0,15,0,0,0,12,0,0,0,0,0,0,13,12,10,0,0,17,0,0,0,26
Paenibacillus,Paenibacillus borealis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,24,0,0,17,16,0,0,25
Paenibacillus,Paenibacillus bovis,0,0,0,0,0,0,19,0,28,21,14,0,0,0,15,0,43,0,0,0,0,17,0,10,0,0,31,24,0,17,0
Paenibacillus,Paenibacillus brasilensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
Paenibacillus,Paenibacillus cellulosilyticus,17,0,0,0,0,0,0,0,33,35,22,0,0,0,0,0,42,0,0,0,0,13,0,53,0,0,13,13,0,0,0
Paenibacillus,Paenibacillus cellulositrophicus,21,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,16,0,0,0,0,21,44,0,0,12,27,16,0,33,0
Paenibacillus,Paenibacillus chitinolyticus,21,0,0,0,0,0,22,0,19,84,23,0,0,0,13,0,77,0,21,0,0,25,0,45,18,0,21,0,0,0,0
Paenibacillus,Paenibacillus crassostreae,40,0,0,0,0,0,0,0,14,13,23,0,0,0,0,0,15,0,25,0,0,14,23,18,41,0,41,24,0,47,24
Paenibacillus,Paenibacillus dendritiformis,39,0,0,53,12,27,53,80,0,0,48,0,0,0,17,45,20,0,0,20,13,24,12,15,0,24,29,26,0,34,46
Paenibacillus,Paenibacillus donghaensis,0,0,0,0,0,11,10,0,0,15,24,0,0,0,11,0,129,0,0,0,0,142,0,0,0,0,39,25,0,0,13
Paenibacillus,Paenibacillus durus,11,12,0,16,0,0,20,0,14,37,27,0,0,0,0,0,112,0,12,0,0,133,14,50,11,0,152,20,0,26,31
Paenibacillus,Paenibacillus glucanolyticus,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,69,0,0,0,0
Paenibacillus,Paenibacillus graminis,0,0,0,0,0,0,0,0,0,64,20,0,0,0,13,0,40,0,0,0,0,26,0,0,0,0,0,29,0,0,0
Paenibacillus,Paenibacillus guangzhouensis,0,61,0,19,41,19,0,32,246,394,125,0,24,24,0,0,227,0,0,0,13,60,24,274,18,16,56,60,0,52,0
Paenibacillus,Paenibacillus ihbetae,0,0,0,0,0,0,15,16,25,0,30,0,0,0,0,0,0,0,0,0,0,12,0,23,0,0,34,21,0,10,0
Paenibacillus,Paenibacillus jilunlii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,0,0,20
Paenibacillus,Paenibacillus konkukensis,0,0,0,19,0,11,19,0,40,0,25,0,93,0,11,0,0,0,48,0,42,11,34,16,0,0,71,11,0,11,0
Paenibacillus,Paenibacillus kribbensis,116,0,0,0,0,0,0,0,0,0,13,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,19,15,0,0,0
Paenibacillus,Paenibacillus larvae,5323,609,0,297,840,0,586,740,8519,10289,3169,0,306,828,0,0,9772,0,5321,0,0,3942,708,13816,264,2342,3307,1699,0,1797,1250
Paenibacillus,Paenibacillus lautus,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillus,Paenibacillus lentus,0,0,0,0,0,14,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,71,10
Paenibacillus,Paenibacillus lutimineralis,0,0,0,0,0,0,0,0,0,16,24,0,0,0,11,0,103,0,0,0,0,136,0,14,11,0,27,14,0,0,0
Paenibacillus,Paenibacillus lycopersici,10,0,0,0,0,0,10,0,31,0,14,0,0,0,10,0,52,0,0,0,0,39,0,11,0,0,53,0,0,0,45
Paenibacillus,Paenibacillus macerans,71,0,0,0,0,76,12,11,0,0,33,37,0,0,12,0,58,0,0,109,0,48,12,16,15,75,26,18,0,84,0
Paenibacillus,Paenibacillus mucilaginosus,0,13,0,0,0,71,125,24,45,28,55,0,0,0,0,0,82,0,12,62,0,138,20,27,0,0,169,18,0,15,22
Paenibacillus,Paenibacillus naphthalenovorans,170,0,0,0,0,0,25,14,31,0,56,0,0,0,0,0,67,0,0,0,0,21,0,18,0,0,36,0,0,12,21
Paenibacillus,Paenibacillus odorifer,34,0,0,0,0,0,16,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,37,0,0,42,21,0,10,0
Paenibacillus,Paenibacillus peoriae,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0
Paenibacillus,Paenibacillus physcomitrellae,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,15,0
Paenibacillus,Paenibacillus polymyxa,88,50,0,0,64,0,58,0,293,0,236,0,0,0,99,0,216,0,114,19,71,201,158,289,91,0,168,245,0,159,205
Paenibacillus,Paenibacillus protaetiae,19,0,0,0,0,0,0,0,12,0,42,0,0,0,10,0,37,0,0,0,0,15,0,51,0,11,17,0,0,16,0
Paenibacillus,Paenibacillus psychroresistens,101,35,0,19,0,19,10,11,137,136,38,0,10,0,11,0,110,0,11,0,20,64,11,136,0,21,104,28,0,47,19
Paenibacillus,Paenibacillus rhizovicinus,0,12,0,13,0,0,31,0,0,0,39,0,0,0,0,0,123,0,0,0,0,33,0,0,0,0,27,18,0,25,26
Paenibacillus,Paenibacillus riograndensis,110,0,0,0,16,21,0,19,124,152,21,0,0,0,0,0,85,0,0,0,0,33,14,131,0,0,0,31,0,19,0
Paenibacillus,Paenibacillus sabinae,0,0,0,23,0,0,26,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,16,0,0,0
Paenibacillus,Paenibacillus sonchi,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,19,0,0,0
Paenibacillus,Paenibacillus sophorae,0,0,0,0,0,0,0,0,0,20,26,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,22,0,33,0
Paenibacillus,Paenibacillus sp.,10,0,0,0,0,0,0,0,0,71,15,0,0,0,20,0,14,0,0,0,0,0,0,14,0,0,23,34,0,0,0
Paenibacillus,Paenibacillus sp.,0,0,0,14,0,0,16,27,14,38,0,0,0,0,18,0,16,0,270,0,0,10,0,0,0,11,19,14,0,34,11
Paenibacillus,Paenibacillus sp.,51,12,0,0,0,13,24,16,101,55,15,0,0,0,0,0,27,0,10,0,10,15,25,99,0,13,21,14,0,33,12
Paenibacillus,Paenibacillus sp.,14,21,0,111,33,0,67,41,0,0,18,0,0,0,21,0,162,0,37,19,0,139,0,31,18,41,44,0,0,25,0
Paenibacillus,Paenibacillus sp.,46,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,17,0,18,64,0,20,0,0,0,27,20,10,0,55,29
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,0,18,0,0,0,18,0,0,0,13,0,21,0,0,0,0,24,0,15,0,0,25,0,0,0,19
Paenibacillus,Paenibacillus sp.,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,19,31,0,0,0
Paenibacillus,Paenibacillus sp.,252,69,0,20,0,63,0,82,317,449,0,0,26,38,0,0,313,0,0,0,0,74,0,256,24,0,0,41,0,75,14
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,44,194,29,0,0,26,0,0,0,22,0,15,0,0,0,12,15,0,0,15,0,32,22,0,0,18
Paenibacillus,Paenibacillus sp.,32,15,0,0,0,31,34,0,35,77,20,0,0,0,0,0,62,0,0,0,0,35,0,44,0,0,25,53,0,0,16
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,0,0,0,12,33,36,0,0,0,0,0,0,0,0,0,21,27,50,64,0,0,34,22,0,20,0
Paenibacillus,Paenibacillus sp.,114,0,0,0,0,23,0,0,0,0,48,0,0,0,0,0,141,0,0,26,0,132,0,0,0,76,0,22,0,28,17
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,27,0,0,0
Paenibacillus,Paenibacillus sp.,0,0,0,43,0,0,36,53,0,0,35,0,0,0,18,0,19,0,0,0,0,14,0,20,19,0,0,17,0,0,22
Paenibacillus,Paenibacillus sp.,0,0,0,39,11,14,32,0,103,24,33,0,0,0,0,0,39,0,0,0,0,17,0,56,0,0,26,11,0,0,0
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,12,12,0,11,0,25,0,0,0,12,0,0,0,36,0,0,0,13,28,0,0,38,18,0,0,46
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,0,48,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,22,0,0,0,52,21,0,0,12
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,21,28,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,0,52,13,0,0,0
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,0,19,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,44,36,0,0,0
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,16,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,13,91,0,0,30,16,0,0,0,0,0,51,0,14,0,0,11,0,11,0,0,59,23,0,0,14
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,0,43,0,0,0,14,0,0,0,0,0,22,0,0,0,0,11,0,0,0,0,22,12,0,0,0
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,12,47,17,19,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,27,27,0,0,0,13
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,14,15,0,27,0,0,31,0,0,0,0,75,0,0,66,0,71,0,0,0,76,32,0,0,179,20
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,0,0,0,0,32,10,0,0,0,15,0,28,0,0,0,0,12,0,0,11,0,34,0,0,0,0
Paenibacillus,Paenibacillus sp.,0,0,0,0,0,10,14,14,17,39,16,0,0,0,10,0,49,0,0,0,0,22,0,27,19,0,33,14,0,12,10
Paenibacillus,Paenibacillus sp.,41,17,0,0,0,18,0,0,51,74,25,0,0,0,0,0,55,0,19,0,11,32,25,101,0,16,0,27,0,46,26
Paenibacillus,Paenibacillus stellifer,0,0,0,0,0,0,23,0,0,33,18,0,0,0,19,0,104,0,0,0,0,66,12,0,0,0,55,14,0,0,87
Paenibacillus,Paenibacillus swuensis,0,0,0,0,0,46,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,56,0,10,0,21,0,0,0,0
Paenibacillus,Paenibacillus terrae,22,0,0,0,0,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,0,0,0,0,0,0,0,16
Paenibacillus,Paenibacillus thiaminolyticus,0,0,0,0,0,0,16,0,0,17,12,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,15,0,0,0,0
Paenibacillus,Paenibacillus tianjinensis,0,0,0,0,0,0,0,0,0,43,15,0,0,0,19,0,11,0,13,0,0,0,0,20,0,0,0,0,0,0,0
Paenibacillus,Paenibacillus tritici,25,0,0,0,0,20,0,0,49,0,33,142,0,0,17,0,54,0,0,0,0,41,0,14,0,0,19,17,0,0,19
Paenibacillus,Paenibacillus uliginis,0,0,0,0,14,0,0,0,40,43,0,0,0,0,0,0,29,0,0,0,0,0,0,53,0,0,0,0,0,0,0
Paenibacillus,Paenibacillus xylanexedens,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
Paenibacillus,Paenibacillus xylanilyticus,0,0,0,0,0,70,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,23
Paenibacillus,Paenibacillus yonginensis,0,0,0,0,0,0,0,0,0,0,26,0,0,0,22,0,40,0,0,0,0,0,0,11,0,0,48,0,0,0,0
Paeniclostridium,Paeniclostridium sordellii,1557,444,0,181,335,246,114,251,2574,3359,556,92,150,145,98,95,2239,21,159,29,106,749,320,2424,247,160,2018,412,0,648,174
Paeniglutamicibacter,Paeniglutamicibacter sp.,24,0,0,22,0,114,59,62,26,0,0,0,0,0,0,0,106,0,114,14,0,125,0,0,0,93,66,0,0,25,285
Paenisporosarcina,Paenisporosarcina antarctica,153,35,0,0,32,0,0,25,204,275,42,0,14,18,0,0,161,0,0,0,15,62,0,192,10,0,18,40,0,33,0
Paenisporosarcina,Paenisporosarcina cavernae,120,66,0,27,54,29,0,39,251,338,64,0,10,13,0,0,237,0,19,0,13,75,50,318,11,11,30,43,0,65,44
Paludibacter,Paludibacter propionicigenes,150,0,0,0,0,10,39,0,18,0,83,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,351,0,0,0,13
Paludibacterium,Paludibacterium paludis,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,135,0,0,0,0
Paludibacterium,Paludibacterium sp.,0,0,0,39,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,80,0,0,0,0
Paludibacterium,Paludibacterium yongneupense,0,0,0,0,0,17,0,0,15,0,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,197,0,0,0,0
Paludibaculum,Paludibaculum fermentans,24,0,0,0,0,16,14,13,0,10,0,18,0,0,0,0,48,0,0,16,0,56,0,0,0,51,16,0,0,37,43
Paludisphaera,Paludisphaera borealis,28,12,0,46,0,0,36,13,0,0,0,47,0,0,0,0,22,0,17,21,0,28,0,0,0,53,20,0,0,48,85
Panacibacter,Panacibacter ginsenosidivorans,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,19,0,0,0,0
Pandoraea,Pandoraea apista,0,12,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,13,0,0,0,0,0,0
Pandoraea,Pandoraea commovens,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pandoraea,Pandoraea fibrosis,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,84
Pandoraea,Pandoraea norimbergensis,33,0,0,0,0,0,26,0,20,0,0,0,0,0,0,0,0,0,10,27,0,0,0,0,0,36,43,0,0,54,35
Pandoraea,Pandoraea oxalativorans,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,89
Pandoraea,Pandoraea pnomenusa,0,0,0,0,0,0,52,30,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,29,82,0,0,0,0
Pandoraea,Pandoraea pulmonicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,166,0,0,0,0,0,0,0,175,0,0,0,0
Pandoraea,Pandoraea sp.,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,43,0,0,0,0
Pandoraea,Pandoraea sputorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
Pandoraea,Pandoraea thiooxydans,0,0,0,17,0,21,31,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,84
Pandoraea,Pandoraea vervacti,0,18,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0
Pannonibacter,Pannonibacter phragmitetus,34,0,0,0,0,0,418,36,51,0,0,0,0,0,0,0,59,82,119,0,0,0,0,0,168,22,110,0,0,0,67
Pantoea,Pantoea agglomerans,0,0,0,23,0,0,34,37,0,0,37,0,0,0,0,0,45,0,13,12,0,30,51,158,0,0,112,0,0,0,17
Pantoea,Pantoea alhagi,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,44,0,26,0,0,0,38,30,0,0,70,0
Pantoea,Pantoea ananatis,0,0,0,11,0,12,0,0,0,101,27,0,0,0,0,0,55,0,0,0,17,22,0,0,39,17,90,0,0,11,72
Pantoea,Pantoea beijingensis,0,0,0,27,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0
Pantoea,Pantoea carbekii,131,32,0,11,28,0,0,0,165,193,24,0,14,0,0,0,176,0,0,0,14,45,0,154,26,0,11,11,0,28,0
Pantoea,Pantoea cypripedii,0,0,0,0,0,0,21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,23,0,0,0,13
Pantoea,Pantoea deleyi,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
Pantoea,Pantoea dispersa,0,0,0,15,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantoea,Pantoea eucalypti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,58,0,0,0,0,0,0,0,0,0
Pantoea,Pantoea eucrina,176,0,0,19,0,21,71,0,200,0,37,0,0,0,0,0,187,0,0,104,0,86,0,0,0,86,36,0,0,154,0
Pantoea,Pantoea rwandensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
Pantoea,Pantoea sp.,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantoea,Pantoea sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
Pantoea,Pantoea sp.,20,0,0,29,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0
Pantoea,Pantoea sp.,0,0,0,0,0,29,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Pantoea,Pantoea sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Pantoea,Pantoea stewartii,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,48,0,0,0,0,0,0,0,0,0
Pantoea,Pantoea vagans,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0
Parabacteroides,Parabacteroides distasonis,0,789,0,686,9087,26757,4255,503,6145,110,2522,750,409,2017,6135,970,1390,738,98,1431,1010,3157,643,985,49573,180,2497,5344,26,7101,57875
Parabacteroides,Parabacteroides goldsteinii,20,39,0,0,51,997,296,265,24,13,804,50,27,12,13,32,405,0,0,18,122,527,73,109,196,57,994,83,0,150,374
Parabacteroides,Parabacteroides johnsonii,0,36,0,81,73,287,286,147,18,0,653,154,18,18,0,50,388,0,0,0,74,409,87,121,469,11,781,68,0,380,145
Parabacteroides,Parabacteroides merdae,90,1246,0,753,2169,742,39366,58,358,72,10236,5071,679,32,176,2302,303,32,204,80,2499,508,359,1020,35520,10,7076,2140,48,36346,4589
Parabacteroides,Parabacteroides phage,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,131,0
Parabacteroides,Parabacteroides sp.,0,0,0,0,350,651,1620,0,0,0,825,157,0,0,0,500,0,0,0,56,0,0,41,0,755,0,501,0,0,0,1065
Paraburkholderia,Paraburkholderia acidiphila,0,0,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,15,0,0,0,0,32,0,0,0,0,0,0,0,27
Paraburkholderia,Paraburkholderia acidisoli,115,0,0,0,0,0,26,24,0,0,0,72,0,0,0,0,28,14,137,74,0,37,0,0,0,80,20,0,0,141,15
Paraburkholderia,Paraburkholderia aromaticivorans,0,0,0,0,0,135,95,103,0,0,0,0,0,0,0,0,32,20,188,28,0,31,0,0,23,33,104,0,0,37,0
Paraburkholderia,Paraburkholderia atlantica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,86,0,0,0,0
Paraburkholderia,Paraburkholderia caffeinilytica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,83,0,0,0,0,11,0,0,0,0
Paraburkholderia,Paraburkholderia caledonica,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraburkholderia,Paraburkholderia caribensis,0,0,0,50,27,0,57,0,30,0,0,10,0,0,0,0,0,0,41,0,0,0,0,0,18,0,28,0,0,0,0
Paraburkholderia,Paraburkholderia dokdonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0
Paraburkholderia,Paraburkholderia edwinii,10,0,0,0,0,0,88,0,12,0,0,0,0,0,0,0,74,0,0,0,0,88,18,0,0,0,36,0,0,10,0
Paraburkholderia,Paraburkholderia fungorum,0,0,0,17,0,34,27,0,0,0,32,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,117,0,0,0,122
Paraburkholderia,Paraburkholderia ginsengisoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,0,0,0,0,0,0,0,0,0,0,0,0
Paraburkholderia,Paraburkholderia hospita,0,30,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraburkholderia,Paraburkholderia megapolitana,0,0,0,0,0,0,17,41,0,0,0,0,0,0,0,0,74,0,0,0,0,116,21,0,0,0,19,0,0,0,0
Paraburkholderia,Paraburkholderia pallida,0,0,0,10,0,14,32,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,24,0,0,0,18,0,0,0,89
Paraburkholderia,Paraburkholderia phenoliruptrix,0,0,0,67,0,29,123,26,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,68,0,0,0,61
Paraburkholderia,Paraburkholderia phymatum,0,0,0,0,0,0,32,0,31,0,21,20,0,0,0,0,0,23,32,0,0,0,0,0,0,0,50,0,0,0,106
Paraburkholderia,Paraburkholderia phytofirmans,71,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,299,0,0,0,0
Paraburkholderia,Paraburkholderia sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Paraburkholderia,Paraburkholderia sp.,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,77,0,0,0,21
Paraburkholderia,Paraburkholderia sp.,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,18,0,0,0,28,0,0,0,0
Paraburkholderia,Paraburkholderia sprentiae,0,0,0,0,0,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
Paraburkholderia,Paraburkholderia terrae,0,0,0,0,0,0,87,0,0,0,25,0,0,0,0,0,0,23,23,0,0,19,0,0,0,0,0,0,0,0,21
