Genus,Species,ASW11,ASW15,ASW16,ASW19,ASW20,ASW22,ASW29,ASW2,ASW31,ASW35,ASW37,ASW38,ASW3,ASW45,ASW47,ASW49,ASW50,ASW51,ASW54,ASW56,ASW59,ASW62,ASW64,ASW65,ASW66,ASW67,ASW68,ASW69,ASW73,ASW74,ASW7
Abiotrophia,Abiotrophia defectiva,11,0,0,0,0,0,14,0,15,50,0,25,0,0,0,0,50,0,23,0,0,28,0,24,0,0,0,0,22,13,0
Absconditicoccus,Absconditicoccus praedator,37,52,0,16,30,13,0,21,253,325,37,0,19,21,0,0,248,0,0,0,0,64,24,216,20,0,11,38,0,62,15
Abyssalbus,Abyssalbus ytuae,90,0,0,0,0,0,10,0,28,19,14,0,0,0,0,0,20,0,0,0,0,13,16,100,0,0,36,0,0,11,12
Abyssicoccus,Abyssicoccus albus,63,0,0,0,0,0,0,0,25,43,19,0,0,0,0,0,15,0,36,0,0,0,17,41,26,0,11,16,0,0,0
Acaryochloris,Acaryochloris marina,0,0,0,0,0,57,0,55,0,0,0,0,0,0,0,0,95,0,0,0,0,116,0,0,0,0,0,0,0,0,60
Acetivibrio,Acetivibrio clariflavus,709,91,0,76,104,72,28,58,574,967,251,19,35,51,46,15,726,0,27,34,26,185,58,631,31,37,142,244,0,170,87
Acetivibrio,Acetivibrio saccincola,124,38,0,17,20,74,67,27,169,172,50,0,13,0,15,0,170,0,24,0,15,60,54,199,43,17,122,68,0,64,46
Acetivibrio,Acetivibrio thermocellus,232,0,0,0,0,41,21,0,21,32,50,0,0,0,13,0,59,0,45,0,14,16,10,41,20,0,358,68,0,19,44
Acetoanaerobium,Acetoanaerobium sticklandii,707,163,0,61,117,176,43,94,836,1040,234,17,57,60,14,36,683,11,84,0,44,239,104,854,169,52,404,166,0,221,82
Acetobacter,Acetobacter aceti,0,0,0,0,0,34,23,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Acetobacter,Acetobacter ascendens,0,12,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acetobacter,Acetobacter ghanensis,21,0,0,43,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acetobacter,Acetobacter orientalis,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,15,0,0,0,0,0,0,0
Acetobacter,Acetobacter pasteurianus,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acetobacter,Acetobacter persici,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Acetobacter,Acetobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Acetobacter,Acetobacter tropicalis,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
Acetobacterium,Acetobacterium sp.,33,11,0,0,0,32,14,13,19,66,33,18,0,0,0,13,25,0,0,0,0,0,0,23,53,0,43,28,0,0,0
Acetobacterium,Acetobacterium wieringae,275,46,0,22,46,86,19,34,310,411,98,0,22,22,20,0,227,0,0,0,19,62,41,315,93,16,69,55,0,70,44
Acetobacterium,Acetobacterium woodii,37,12,0,0,11,13,16,0,79,112,24,0,0,0,14,0,55,0,0,0,0,23,16,68,29,0,46,43,0,14,19
Acetohalobium,Acetohalobium arabaticum,425,85,0,29,100,0,11,16,538,687,104,0,24,40,0,0,474,13,0,10,17,136,36,482,21,13,41,50,0,90,0
Acetomicrobium,Acetomicrobium mobile,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,55,0,0,0,0
Acholeplasma,Acholeplasma hippikon,35,14,0,0,11,0,0,0,99,139,32,0,0,0,0,0,77,0,0,0,0,30,32,153,10,0,0,11,0,17,0
Acholeplasma,Acholeplasma laidlawii,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,23,10,13,0,16,13,0,0,0
Achromobacter,Achromobacter deleyi,0,0,0,0,0,0,26,0,0,0,0,21,0,0,0,0,0,27,48,0,0,14,0,0,0,24,24,0,0,27,0
Achromobacter,Achromobacter denitrificans,71,0,0,0,0,0,0,0,22,0,0,54,0,0,0,0,64,26,55,52,0,56,0,0,0,140,75,0,0,0,136
Achromobacter,Achromobacter insolitus,0,0,0,11,0,12,18,0,0,0,0,0,0,0,0,0,0,15,131,0,0,0,0,0,0,0,14,0,0,0,196
Achromobacter,Achromobacter pestifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0
Achromobacter,Achromobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Achromobacter,Achromobacter sp.,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,40,142,0,0,0,0,0,0,0,0,0,0,0,0
Achromobacter,Achromobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,55
Achromobacter,Achromobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
Achromobacter,Achromobacter sp.,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,55,0,0,0,0,0,0,0,12,0,0,0,0
Achromobacter,Achromobacter spanius,0,0,0,0,0,0,50,116,33,62,0,197,0,0,0,0,51,45,63,24,0,20,0,0,0,149,207,0,0,61,48
Achromobacter,Achromobacter xylosoxidans,171,31,0,32,0,560,151,126,110,0,75,304,0,0,190,0,617,84,1228,59,0,558,77,0,218,257,259,46,0,201,369
Acidaminococcus,Acidaminococcus fermentans,0,13,0,0,0,22,919,0,177,147,4813,0,0,0,14,0,253,0,29,0,0,229,12,185,24,0,84,38,0,20,36
Acidaminococcus,Acidaminococcus intestini,0,10,0,47,13,35,163,16,124,48,612,0,0,0,37,0,62,0,0,0,0,48,29,46,28,0,85,29,0,10,24
Acidianus,Acidianus ambivalens,0,10,0,0,0,0,0,0,64,92,0,0,0,0,0,0,53,0,0,0,0,17,0,69,0,0,0,0,0,0,0
Acidianus,Acidianus brierleyi,30,0,0,0,0,0,0,0,35,54,15,0,0,0,0,0,28,0,0,0,0,11,0,91,0,0,0,13,0,23,15
Acidianus,Acidianus manzaensis,27,33,0,0,30,0,0,10,198,294,36,0,12,15,0,0,172,0,0,0,14,59,11,208,13,0,0,18,0,34,0
Acidianus,Acidianus sp.,0,0,0,0,0,0,0,0,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
Acidianus,Acidianus sulfidivorans,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,27,0,0,0,0,19,0,0,0,0,0,0,0
Acidibrevibacterium,Acidibrevibacterium fodinaquatile,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,26,0,10,0,0,0,0,0,0,20,0,0,0,56
Acididesulfobacillus,Acididesulfobacillus acetoxydans,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,27,0,0,0,0,0,11,0,0,0,28,43,0,0,0
Acidiferrobacter,Acidiferrobacter sp.,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,21,0,0,0,0,0,0,0,0,0
Acidiferrobacter,Acidiferrobacter thiooxydans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,28,0,0,0,0
Acidihalobacter,Acidihalobacter aeolianus,0,0,0,0,0,31,276,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,42,0,0,11,64
Acidihalobacter,Acidihalobacter ferrooxydans,0,0,0,0,0,0,52,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,0,0,0,0
Acidihalobacter,Acidihalobacter yilgarnensis,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,26,0,11,0,0,0,0,0,0,0,0,0,0,0,0
Acidilobus,Acidilobus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
Acidimicrobium,Acidimicrobium ferrooxidans,0,0,0,19,0,0,10,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,13,0
Acidiphilium,Acidiphilium multivorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
Acidipropionibacterium,Acidipropionibacterium acidipropionici,198,0,0,29,0,174,1001,93,26,0,0,65,0,0,0,19,258,0,5431,196,0,308,0,0,0,233,22,14,0,417,570
Acidipropionibacterium,Acidipropionibacterium jensenii,166,0,0,80,0,44,131,69,41,41,0,250,0,0,18,43,90,0,7107,136,0,138,0,0,0,302,26,0,0,263,731
Acidipropionibacterium,Acidipropionibacterium virtanenii,0,0,0,25,0,108,245,174,30,22,0,44,0,0,0,0,114,0,1969,0,0,140,0,0,11,84,19,0,0,35,279
Acidisarcina,Acidisarcina polymorpha,0,0,0,41,0,12,54,0,0,18,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12,87
Acidithiobacillus,Acidithiobacillus caldus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,69
Acidithiobacillus,Acidithiobacillus ferriphilus,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidithiobacillus,Acidithiobacillus ferrivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
Acidithiobacillus,Acidithiobacillus ferrooxidans,0,0,0,34,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidithiobacillus,Acidithiobacillus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Acidithiobacillus,Acidithiobacillus thiooxidans,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidobacterium,Acidobacterium capsulatum,0,0,0,37,0,0,31,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
Acidothermus,Acidothermus cellulolyticus,0,0,0,0,0,78,18,44,36,0,0,0,0,0,0,0,79,0,0,0,0,118,0,0,0,12,11,0,0,0,26
Acidovorax,Acidovorax antarcticus,0,0,0,0,0,0,0,0,21,0,70,0,0,0,0,0,0,44,94,0,0,0,0,0,0,0,35,0,0,0,0
Acidovorax,Acidovorax avenae,46,29,0,0,0,11,65,0,16,18,16,124,0,0,0,0,17,58,112,45,0,0,27,0,0,49,55,0,0,74,118
Acidovorax,Acidovorax carolinensis,50,0,0,34,0,174,37,0,59,0,0,0,0,0,0,0,58,28,0,68,0,112,0,0,0,78,123,0,0,89,187
Acidovorax,Acidovorax cattleyae,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
Acidovorax,Acidovorax citrulli,0,0,0,0,0,0,0,19,0,0,0,52,0,0,0,0,0,0,13,0,0,0,0,10,0,18,145,0,0,0,0
Acidovorax,Acidovorax monticola,0,0,0,0,0,16,0,0,0,0,19,0,0,0,0,0,0,16,22,11,0,0,0,0,0,0,18,0,0,12,16
Acidovorax,Acidovorax radicis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,19
Acidovorax,Acidovorax sp.,0,0,0,17,0,0,11,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Acidovorax,Acidovorax sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,22,0,0,0,28,0,0,0,0,0,0,0,0,21
Acidovorax,Acidovorax sp.,0,0,0,0,0,0,32,0,0,0,0,0,0,0,34,0,0,0,78,0,0,0,16,0,0,0,0,0,0,0,0
Acidovorax,Acidovorax sp.,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,31
Acidovorax,Acidovorax sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Acidovorax,Acidovorax sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0
Acidovorax,Acidovorax sp.,37,28,0,0,0,0,24,0,70,0,0,0,0,0,0,0,41,31,143,13,0,20,0,0,0,22,0,0,0,38,61
Aciduliprofundum,Aciduliprofundum boonei,0,0,0,0,0,0,0,0,27,23,0,0,0,0,0,0,13,0,0,0,0,0,0,26,0,0,0,0,0,0,0
Acinetobacter,Acinetobacter baumannii,232,0,0,0,0,0,96,113,2677,91,98,0,0,0,79,0,221,0,97,102,158,116,107,141,70,302,579,79,0,0,0
Acinetobacter,Acinetobacter baylyi,16,0,0,0,0,0,0,0,29,25,10,0,0,0,0,0,10,0,0,0,0,15,0,36,0,0,63,0,0,19,0
Acinetobacter,Acinetobacter calcoaceticus,0,0,0,0,0,12,0,0,34,0,22,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
Acinetobacter,Acinetobacter chinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
Acinetobacter,Acinetobacter colistiniresistens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Acinetobacter,Acinetobacter cumulans,36,0,0,0,0,0,0,0,22,0,19,0,0,0,0,0,56,0,0,0,0,14,0,32,0,0,0,0,0,29,0
Acinetobacter,Acinetobacter defluvii,0,0,0,0,0,0,0,0,35,104,0,0,0,0,0,0,57,0,0,0,0,17,0,80,28,0,156,0,0,0,0
Acinetobacter,Acinetobacter guillouiae,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter,Acinetobacter gyllenbergii,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter,Acinetobacter haemolyticus,0,0,0,0,0,0,16,0,25,39,21,0,0,0,0,0,36,0,0,0,0,0,0,79,0,0,40,0,0,0,0
Acinetobacter,Acinetobacter indicus,0,0,0,0,0,23,134,0,0,0,17,0,0,0,0,0,0,0,0,0,12,0,0,0,10,0,105,0,0,0,0
Acinetobacter,Acinetobacter johnsonii,42,102,0,62,67,45,0,32,138,298,46,0,0,0,0,58,207,0,0,0,15,72,17,237,20,0,105,39,68,104,120
Acinetobacter,Acinetobacter junii,0,0,0,0,26,54,0,0,123,253,55,0,54,0,0,0,183,0,0,0,12,35,0,170,13,0,49,49,0,51,0
Acinetobacter,Acinetobacter lactucae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Acinetobacter,Acinetobacter lanii,0,0,0,0,0,0,0,0,25,26,0,0,0,0,0,0,22,0,0,0,0,0,0,47,0,0,29,0,0,0,0
Acinetobacter,Acinetobacter larvae,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Acinetobacter,Acinetobacter lwoffii,0,0,0,0,0,0,0,47,0,0,29,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,22,0,0,0,0
Acinetobacter,Acinetobacter nosocomialis,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,155,0,0,0,0
Acinetobacter,Acinetobacter piscicola,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter,Acinetobacter pittii,0,0,0,0,0,0,19,0,145,61,0,0,0,0,0,0,198,0,0,0,0,63,58,52,0,0,104,0,0,0,0
Acinetobacter,Acinetobacter portensis,75,0,0,0,0,0,0,0,42,90,23,0,0,0,0,0,85,0,0,0,0,0,0,91,24,0,22,0,0,0,0
Acinetobacter,Acinetobacter pseudolwoffii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0
Acinetobacter,Acinetobacter radioresistens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter,Acinetobacter schindleri,70,30,0,0,0,42,0,33,48,171,28,0,0,0,0,0,136,0,32,0,0,47,0,114,0,18,0,15,0,108,50
Acinetobacter,Acinetobacter seifertii,35,0,0,0,0,40,0,18,34,67,19,0,0,0,0,0,28,0,0,0,0,15,0,76,26,0,31,22,0,29,0
Acinetobacter,Acinetobacter shaoyimingii,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,57,0,0,0,0
Acinetobacter,Acinetobacter sp.,0,0,0,0,0,0,0,0,31,65,0,0,0,0,0,0,27,0,0,0,0,0,0,60,0,0,39,0,0,0,0
Acinetobacter,Acinetobacter sp.,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter,Acinetobacter sp.,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,59,0,0,0,0,0,0
Acinetobacter,Acinetobacter sp.,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Acinetobacter,Acinetobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0
Acinetobacter,Acinetobacter sp.,14,0,0,0,0,0,0,0,23,41,0,0,0,0,0,0,18,0,0,0,0,0,0,31,0,0,14,10,0,0,0
Acinetobacter,Acinetobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Acinetobacter,Acinetobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Acinetobacter,Acinetobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0
Acinetobacter,Acinetobacter sp.,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter,Acinetobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,19,0,0,57,0,0,0,0
Acinetobacter,Acinetobacter sp.,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,27,0,0,0,0,14,0,0,0,0,47,0,0,0,0
Acinetobacter,Acinetobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,19,0,44,0,0,15,28,0,33,0
Acinetobacter,Acinetobacter sp.,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,134,0,0,0,0,41,0,107,0,0,0,0,0,0,0
Acinetobacter,Acinetobacter sp.,34,27,0,0,14,0,0,0,53,72,0,0,0,0,0,0,39,0,0,0,0,16,0,57,0,0,0,0,0,18,0
Acinetobacter,Acinetobacter tandoii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter,Acinetobacter ursingii,0,0,0,0,36,0,0,0,63,174,0,0,0,0,0,0,86,0,0,0,0,0,0,118,0,0,69,0,35,0,0
Acinetobacter,Acinetobacter venetianus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,21,0,0,0,0
Acinetobacter,Acinetobacter wanghuae,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter,Acinetobacter wuhouensis,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,21,0,0,0,0,0,41,0
Actibacterium,Actibacterium sp.,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,57,0,0,0,24
Actinoalloteichus,Actinoalloteichus fjordicus,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinoalloteichus,Actinoalloteichus hoggarensis,183,0,0,0,0,96,65,74,0,17,18,54,0,0,0,0,182,0,284,201,0,250,0,0,0,173,23,0,0,203,120
Actinoalloteichus,Actinoalloteichus hymeniacidonis,27,0,0,0,21,40,33,0,0,13,0,11,0,0,0,0,47,0,199,18,0,41,0,0,0,41,0,0,0,54,110
Actinoalloteichus,Actinoalloteichus sp.,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacillus,Actinobacillus delphinicola,0,0,0,0,0,0,11,0,11,0,30,0,18,0,0,13,0,0,0,0,105,0,13,33,0,0,28,0,0,0,12
Actinobacillus,Actinobacillus equuli,0,0,0,0,0,0,20,0,0,0,17,0,10,0,0,0,0,0,0,0,50,0,0,22,0,0,13,0,0,0,0
Actinobacillus,Actinobacillus indolicus,0,0,0,0,0,17,16,0,0,0,38,0,0,0,0,0,0,0,0,0,72,0,0,65,0,0,151,0,0,0,0
Actinobacillus,Actinobacillus lignieresii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,17,0,0,0,0,0,0,0
Actinobacillus,Actinobacillus pleuropneumoniae,0,0,0,0,0,0,59,0,0,0,67,0,53,0,0,74,0,0,0,0,284,0,0,185,0,0,920,0,0,0,0
Actinobacillus,Actinobacillus porcitonsillarum,51,12,0,0,0,0,38,23,89,49,75,0,18,0,0,20,73,0,29,0,103,25,27,141,0,16,299,16,0,55,23
Actinobacillus,Actinobacillus sp.,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,47,0,0,64,0,0,77,0,0,0,0
Actinobacillus,Actinobacillus suis,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,68,0,0,35,0,0,209,0,0,0,0
Actinobaculum,Actinobaculum sp.,118,0,0,86,14,103,128,14,21,0,0,19,0,15,0,13,96,0,14,121,0,79,0,15,0,82,14,15,0,260,1409
Actinocatenispora,Actinocatenispora sera,28,14,0,0,0,16,51,41,25,0,0,574,0,0,0,0,34,23,537,26,0,39,15,0,11,176,22,0,0,95,100
Actinocatenispora,Actinocatenispora thailandica,11,0,0,11,0,35,64,16,13,0,0,57,0,0,12,0,11,0,252,14,0,0,0,0,0,21,13,0,0,28,228
Actinomadura,Actinomadura graeca,0,0,0,0,0,0,92,0,38,12,0,28,0,0,0,0,10,11,319,0,0,0,0,0,0,21,17,0,0,11,88
Actinomadura,Actinomadura madurae,69,22,0,29,0,29,48,74,41,14,0,250,0,0,0,0,102,23,191,117,0,99,25,0,0,320,16,0,0,152,426
Actinomadura,Actinomadura sp.,55,0,0,0,0,19,99,64,66,24,0,134,0,0,13,0,61,0,534,39,0,46,0,0,0,140,19,0,0,76,144
Actinomadura,Actinomadura sp.,0,0,0,0,0,103,35,55,40,0,0,41,0,0,0,0,0,15,707,13,0,15,18,0,0,55,31,0,0,16,108
Actinomadura,Actinomadura sp.,28,0,0,13,0,15,31,22,0,0,10,123,0,0,10,0,17,17,960,21,0,22,62,0,0,97,18,0,0,54,173
Actinomadura,Actinomadura verrucosospora,142,0,0,75,0,0,98,55,19,0,0,144,0,0,0,0,94,20,690,94,0,88,0,0,0,222,31,0,0,181,216
Actinomarinicola,Actinomarinicola tropica,0,0,0,48,0,0,57,0,0,0,0,28,0,0,0,0,0,0,320,0,0,0,0,0,0,14,18,0,0,15,93
Actinomyces,Actinomyces faecalis,42,0,0,76,0,101,158,0,16,0,16,27,0,16,0,15,33,0,811,32,0,25,0,23,0,45,32,0,0,104,1049
Actinomyces,Actinomyces gaoshouyii,54,0,0,19,0,13,89,0,0,0,0,35,0,0,0,0,22,0,55,55,0,22,0,23,0,44,0,0,0,117,160
Actinomyces,Actinomyces howellii,0,0,0,47,0,72,142,19,28,0,14,20,0,0,0,0,41,0,593,0,0,36,15,0,0,15,45,0,0,42,545
Actinomyces,Actinomyces lilanjuaniae,68,0,0,29,0,37,68,50,0,0,14,280,0,0,0,0,61,0,234,62,0,78,0,20,0,162,16,0,0,152,309
Actinomyces,Actinomyces marmotae,111,0,0,29,0,40,54,0,0,0,0,38,0,0,0,0,51,0,274,90,0,57,0,0,0,115,14,0,0,183,359
Actinomyces,Actinomyces naeslundii,63,0,0,125,0,98,135,37,0,0,25,134,0,0,36,48,32,0,174,31,0,79,0,0,0,153,18,36,47,121,1312
Actinomyces,Actinomyces oris,200,0,0,280,51,192,262,88,0,101,0,258,0,0,0,61,283,0,1171,113,0,205,0,0,0,909,0,0,135,319,2036
Actinomyces,Actinomyces pacaensis,28,0,0,96,0,63,140,0,14,16,79,0,0,22,0,56,33,0,143,20,0,22,0,141,10,28,144,0,0,80,1281
Actinomyces,Actinomyces procaprae,99,41,0,64,0,118,155,52,63,0,0,596,0,34,0,17,59,0,827,202,0,65,34,0,0,266,44,0,0,193,1317
Actinomyces,Actinomyces qiguomingii,101,0,0,54,0,89,104,0,20,0,14,14,0,16,27,10,57,0,284,78,0,53,0,21,0,93,31,0,0,171,962
Actinomyces,Actinomyces radicidentis,218,0,0,110,0,154,281,113,47,22,17,194,33,31,17,26,118,39,1009,191,0,117,19,24,0,192,18,21,0,262,1737
Actinomyces,Actinomyces respiraculi,29,0,0,95,0,166,322,21,78,45,30,29,0,18,0,19,70,0,2033,0,0,47,42,59,38,58,50,31,0,96,1169
Actinomyces,Actinomyces slackii,98,0,0,83,10,109,147,75,41,0,17,168,0,17,0,18,50,0,401,32,0,31,13,0,0,322,27,11,0,131,1153
Actinomyces,Actinomyces sp.,90,0,0,58,13,76,387,0,0,0,0,47,0,15,0,0,124,0,663,56,0,154,0,0,0,69,31,0,0,173,785
Actinomyces,Actinomyces sp.,0,0,0,80,0,97,170,94,0,23,0,1427,0,29,0,0,25,0,465,0,0,0,37,0,0,253,19,0,0,78,1107
Actinomyces,Actinomyces sp.,0,0,0,96,0,0,225,0,0,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,0,130,0,0,42,76,246
Actinomyces,Actinomyces sp.,0,0,0,29,0,0,97,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,41,258
Actinomyces,Actinomyces sp.,18,0,0,64,18,77,143,53,0,0,0,193,0,16,0,0,49,0,523,13,0,32,0,10,0,86,50,0,0,119,751
Actinomyces,Actinomyces sp.,59,0,0,55,0,120,172,292,0,0,0,0,0,0,0,0,54,0,0,60,0,62,0,0,0,126,41,0,69,131,1354
Actinomyces,Actinomyces sp.,142,0,0,43,0,71,78,69,0,0,38,550,0,0,0,0,113,0,559,175,0,110,0,35,0,198,115,0,26,298,983
